Country/Region,Confirmed,Active,Recovered,Deaths
Switzerland,1.6853676250515401,0.5146978916720948,2.209349904570856,2.443209415509132
Syria,0.09899891791880415,0.23161405125244264,0.03423207846326355,0.11593651072595781
Taiwan,0.020385823689834087,0.0030668527223984923,0.029350956581072125,0.008542690264017945
Tajikistan,0.3507450034848456,0.15107583193380397,0.461073342003319,0.08176574966988603
Tanzania,0.02130674385652064,0.040669133927458266,0.011753227690013565,0.025628070792053835
Thailand,0.14240774577580198,0.015334263611992461,0.20738345470521202,0.07078229075900583
Togo,0.05479474991784974,0.04840293644481099,0.05902303960176211,0.032950376732640646
Trinidad and Tobago,0.052408729485980035,0.14120856665304363,0.011432101250395708,0.018305764851467024
Tunisia,0.12846836325277375,0.20561247382341194,0.09351201921671995,0.08664728696361058
Turkey,10.93358281897849,2.1649313391679095,15.33667762970923,7.521228585306084
US,241.85498437575217,472.76534776443106,131.89940958335066,217.82151635192955
Uganda,0.10155237838098048,0.15120917335651696,0.08137343979916496,0.030509608085778375
Ukraine,4.644325980623003,7.191102926910899,3.5103615620386415,2.8825477719443406
United Arab Emirates,2.8306155723414186,1.1320686788331826,3.773492566661514,0.46008488993353786
United Kingdom,13.806309558942031,38.233652841605725,0.09961342156945924,50.68866287371219
Uruguay,0.06429697163775186,0.024534821779187938,0.08407090189195496,0.052476525907538804
Uzbekistan,1.6593725603464333,0.465094882422867,2.303696852530582,0.34658914785444234
Venezuela,1.7228741918402288,1.1734045198742058,2.0561725928731382,0.4185918229368793
Vietnam,0.04307394779638455,0.054669983312320945,0.038021370450754266,0.032950376732640646
West Bank and Gaza,0.8237212290935425,0.8511183011769381,0.8453332396500467,0.16231111501634093
Western Sahara,0.0004186000757666137,0.0001333414227129779,0.0005138023033885712,0.0012203843234311349
Yemen,0.08053865457749648,0.03680223266878191,0.0700697891246164,0.6797540681511421
Zambia,0.47239018550262357,0.08040487789592568,0.6679429944051425,0.34414837920758007
Zimbabwe,0.25936460694499386,0.1425419808801734,0.3186216533888377,0.2025837976895684
